observation,string,abstract,node,accuracy
28,M7R1V0_WRD,A11,C4,0.4
29,M7R1V0_WRD,A11,C4,1
30,M7R1V0_WRD,A11,C4,0.5
1,M7R1V1_CCCRNG,A11,C1,0.8
2,M7R1V1_CCCRNG,A11,C1,0.6
3,M7R1V1_CCCRNG,A11,C1,1
4,M7R1V1_CCCRNG,A11,C1,0.6
5,M7R1V1_CCCRNG,A11,C1,1
6,M7R1V1_CCCRNG,A11,C1,1
7,M7R1V1_CCCRNG,A11,C1,1
8,M7R1V1_CCCRNG,A11,C1,0.8
9,M7R1V1_CCCRNG,A11,C1,0.4
10,M7R1V1_CCCRNG,A11,C1,1
11,M7R1V1_CCCRNG,A11,C1,0.8
12,M7R1V1_CCCRNG,A11,C1,1
13,M7R1V1_CCCRNG,A11,C1,0.6
14,M7R1V1_CCCRNG,A11,C1,0.6
15,M7R1V1_CCCRNG,A11,C1,0.6
16,M7R1V1_CCCRNG,A11,C1,0.8
17,M7R1V1_CCCRNG,A11,C1,1
18,M7R1V1_CCCRNG,A11,C1,1
19,M7R1V1_CCCRNG,A11,C1,1
20,M7R1V1_CCCRNG,A11,C1,1
21,M7R1V1_CCCRNG,A11,C1,1
22,M7R1V1_CCCRNG,A11,C1,1
23,M7R1V1_CCCRNG,A11,C1,1
24,M7R1V1_CCCRNG,A11,C1,0.6
25,M7R1V1_CCCRNG,A11,C1,0.8
26,M7R1V1_CCCRNG,A11,C1,1
27,M7R1V1_CCCRNG,A11,C1,1
28,M7R1V1_CCCRNG,A11,C1,1
29,M7R1V1_CCCRNG,A11,C1,0.8
30,M7R1V1_CCCRNG,A11,C1,1
1,M7R2V0_WRD,A12,C4,0.2
2,M7R2V0_WRD,A12,C4,0.8
3,M7R2V0_WRD,A12,C4,1
4,M7R2V0_WRD,A12,C4,0.8
5,M7R2V0_WRD,A12,C4,0.4
6,M7R2V0_WRD,A12,C4,0.4
7,M7R2V0_WRD,A12,C4,1
8,M7R2V0_WRD,A12,C4,1
9,M7R2V0_WRD,A12,C4,1
10,M7R2V0_WRD,A12,C4,0.8
11,M7R2V0_WRD,A12,C4,1
12,M7R2V0_WRD,A12,C4,1
13,M7R2V0_WRD,A12,C4,1
14,M7R2V0_WRD,A12,C4,1
15,M7R2V0_WRD,A12,C4,1
16,M7R2V0_WRD,A12,C4,1
17,M7R2V0_WRD,A12,C4,1
18,M7R2V0_WRD,A12,C4,0.8
19,M7R2V0_WRD,A12,C4,1
20,M7R2V0_WRD,A12,C4,1
21,M7R2V0_WRD,A12,C4,0.8
22,M7R2V0_WRD,A12,C4,1
23,M7R2V0_WRD,A12,C4,1
24,M7R2V0_WRD,A12,C4,0.5
25,M7R2V0_WRD,A12,C4,1
26,M7R2V0_WRD,A12,C4,1
27,M7R2V0_WRD,A12,C4,0.5
28,M7R2V0_WRD,A12,C4,1
29,M7R2V0_WRD,A12,C4,0.8
30,M7R2V0_WRD,A12,C4,1
1,M7R2V1_CCCRNG,A12,C1,0.5
2,M7R2V1_CCCRNG,A12,C1,1
3,M7R2V1_CCCRNG,A12,C1,1
4,M7R2V1_CCCRNG,A12,C1,1
5,M7R2V1_CCCRNG,A12,C1,1
6,M7R2V1_CCCRNG,A12,C1,0.75
7,M7R2V1_CCCRNG,A12,C1,1
8,M7R2V1_CCCRNG,A12,C1,0.8
9,M7R2V1_CCCRNG,A12,C1,0.8
10,M7R2V1_CCCRNG,A12,C1,1
11,M7R2V1_CCCRNG,A12,C1,0.8
12,M7R2V1_CCCRNG,A12,C1,1
13,M7R2V1_CCCRNG,A12,C1,0.8
14,M7R2V1_CCCRNG,A12,C1,1
15,M7R2V1_CCCRNG,A12,C1,1
16,M7R2V1_CCCRNG,A12,C1,1
17,M7R2V1_CCCRNG,A12,C1,1
18,M7R2V1_CCCRNG,A12,C1,1
19,M7R2V1_CCCRNG,A12,C1,0.8
20,M7R2V1_CCCRNG,A12,C1,1
21,M7R2V1_CCCRNG,A12,C1,0.8
22,M7R2V1_CCCRNG,A12,C1,0.8
23,M7R2V1_CCCRNG,A12,C1,1
24,M7R2V1_CCCRNG,A12,C1,0.8
25,M7R2V1_CCCRNG,A12,C1,0.6
26,M7R2V1_CCCRNG,A12,C1,1
27,M7R2V1_CCCRNG,A12,C1,1
28,M7R2V1_CCCRNG,A12,C1,0.5
29,M7R2V1_CCCRNG,A12,C1,1
30,M7R2V1_CCCRNG,A12,C1,1
