'\\\\(t|n|r|"|\\\\)'	55,908
'(^|.*:)\\s*\\w*("|\')'	12,82,89,287,302,323,355,412,422,602,662,759,774,849,852,866,878,961,1004,1012,1033,1050,1054,1074,1075,1086,1087,1115,1158,1184,1221,1257,1415,1495,1509,1511,1517,1536,1580,1594,1634
u'^(?:!|&|\\*)$'	12,42,82,89,139,140,148,287,580,602,729,1004,1074,1075,1210,1235,1248,1328,1444,1495,1509
'{|}'	412,757,759,852,961,1087,1179,1221,1511
'(^|\\n)(?P<level>#{1,6})(?P<header>.*?)#*(\\n|$)'	236,247,552,606,919,1007,1223,1395,1420
'^/([\\w-]+)(/|$)'	849,878,1012,1086,1158,1495,1580,1634
'^([a-f0-9]+)\\s(?:t|T)\\s(\\S+)$'	306,322,464,467,505,534,1404,1466
'(?:;\\s*|\\s+)(\\b\\w{2}\\b(?:-\\b\\w{2}\\b)?)\\s*;|(?:\\(|\\[|;)\\s*(\\b\\w{2}\\b(?:-\\b\\w{2}\\b)?)\\s*(?:\\]|\\)|;)'	992,1104,1257,1386,1415,1469,1536,1580
'\\s*(#|$)'	560,562,594,737,1087,1115,1248
'a(?:b|(c|e){1,2}?|d)+?(.)'	12,412,759,852,1087,1221,1511
'(a|b)*?c'	12,412,759,852,1221,1511
'\\s*else\\s*:\\s*(#|$)'	560,562,594,1087,1115,1248
'-(a|b|c)(\\d+)$'	1263,1290,1469,1580,1594
' |\\('	909,1127,1380,1526
'\\(|\\)'	614,947,996,1491
'(^|\\n)[ ]{0,3}:[ ]{1,3}(.*?)(\\n|$)'	236,247,919,1007
'^(DISTRIB_(?:ID|RELEASE|CODENAME|DESCRIPTION))=(?:\'|")?([\\w\\s\\.-_]+)(?:\'|")?'	614,947,996,1491
'\r|\n'	9,16,1247
'\\.|_'	1317,1412,1501
'"|\\\\'	91,1179,1594
'\\.|\\\\'	1183,1506,1510
'(\\d+(\\.\\d+)?) (K|M|G|T)b?$'	12,101,827
'(^|\n)svn path=[^\n]+revision=\\d+(?=$|\n)'	526,1046,1642
'(^|\n)\\d+-\\d+-\\d+[ \t]+((\\w|[.-])+[ \t]+)+<[^\n>]+>(?=$|\n)'	526,1046,1642
u'(\\d{4})-([^-]+)-(\\d{,2})T(\\d{,2}):(\\d{2})((\\+|-)(\\d{,2}:\\d{2}))'	220,1003,1247
',|;'	1628,1633
'(H|S)'	109,182
'^(X|A)$'	109,182
'(\\\\|")'	241,1249
'\\((H|S)\\)'	109,182
'[&?]acl($|=|&)'	1223,1420
'::(\\s*($|\\n))'	757,1087
'<([^ ]+)(>| ).*'	558,1326
'\\A\\d+(l|L)?\\Z'	518,787
'\\n\\s*(\\n|$).*'	757,1087
'^(.+?)(s|t)(ion)$'	255,1184
'[&?]torrent($|=|&)'	1223,1420
'[&?]logging($|=|&)'	1223,1420
'\\\\(t|n|r|"|\\\\)'	55,908
'[&?]location($|=|&)'	1223,1420
':|\\*|\\?|"|<|>|\\|'	305,1025
'[&?]versions($|=|&)'	1223,1420
'[&?]versioning($|=|&)'	1223,1420
'^(Y|X|A|N) ([\\S ]+)$'	109,182
'(\\w+)(\\.|:)\\s*(.*)'	1248,1488
'^([a-zA-Z0-9_]+):( |$)'	116,124
'\\s*([^=:]+)(=|:)\\s*(.*)'	919,1007
'[&?]requestPayment($|=|&)'	1223,1420
'(h|s)\\w*(\\d\\d\\d\\d\\d)'	109,182
'(^| )`\\w([^`]*?\\w)?`($| )'	1087,1580
'[&?]versionId=([^&]+)($|=|&)'	1223,1420
'(\\*|_) (?=\\S) (.+?) (?<=\\S) \\1'	55,200
'(const)?.*::basic_string<.*>\\s*(\\*|\\&)?$'	241,1249
'^(I|E)/(stdout|stderr|GeckoConsole)\\s*\\(\\s*\\d+\\):\\s*(.*)$'	919,1007
'(\\\\|\\*|\\+|\\?|\\||\\{|\\}|\\[|\\]|\\(|\\)|\\^|\\$|\\.|\\#|\\ )'	1025,1505
'^(application/(asx|x-(mplayer2|ms-wmp))|video/x-ms-(asf(-plugin)?|wm(p|v|x)?|wvx)|audio/x-ms-w(ax|ma))$'	391,872
'^application/x-java-((applet|bean)(;jpi-version=1\\.5|;version=(1\\.(1(\\.[1-3])?|(2|4)(\\.[1-2])?|3(\\.1)?|5)))?|vm)$'	391,872
