regex,refactoring,accuracy
R0,CCCRNG,0.00
R0,CCCRNG,1.00
R0,CCCRNG,0.00
R0,CCCRNG,0.00
R0,CCCRNG,0.00
R0,CCCRNG,1.00
R0,CCCRNG,1.00
R0,CCCRNG,0.00
R0,CCCRNG,1.00
R0,CCCRNG,1.00
R0,CCCRNG,1.00
R0,CCCRNG,1.00
R0,CCCRNG,1.00
R0,CCCRNG,1.00
R0,CCCRNG,0.00
R0,CCCRNG,0.00
R0,CCCRNG,1.00
R0,CCCRNG,1.00
R0,CCCRNG,0.00
R0,CCCRNG,0.00
R0,CCCRNG,1.00
R0,CCCRNG,1.00
R0,CCCRNG,1.00
R0,CCCRNG,1.00
R0,CCCRNG,1.00
R0,CCCRNG,1.00
R0,CCCRNG,0.00
R0,CCCRNG,1.00
R0,CCCRNG,0.00
R0,CCCRNG,0.00
R1,WRD,1.00
R1,WRD,1.00
R1,WRD,1.00
R1,WRD,1.00
R1,WRD,1.00
R1,WRD,0.00
R1,WRD,1.00
R1,WRD,1.00
R1,WRD,1.00
R1,WRD,1.00
R1,WRD,1.00
R1,WRD,1.00
R1,WRD,1.00
R1,WRD,1.00
R1,WRD,1.00
R1,WRD,1.00
R1,WRD,1.00
R1,WRD,1.00
R1,WRD,1.00
R1,WRD,1.00
R1,WRD,1.00
R1,WRD,1.00
R1,WRD,0.00
R1,WRD,0.00
R1,WRD,0.00
R1,WRD,1.00
R1,WRD,1.00
R1,WRD,0.00
R1,WRD,1.00
R1,WRD,1.00
R2,WRD,0.00
R2,WRD,1.00
R2,WRD,1.00
R2,WRD,1.00
R2,WRD,0.00
R2,WRD,0.00
R2,WRD,0.00
R2,WRD,1.00
R2,WRD,1.00
R2,WRD,1.00
R2,WRD,1.00
R2,WRD,1.00
R2,WRD,1.00
R2,WRD,1.00
R2,WRD,1.00
R2,WRD,1.00
R2,WRD,1.00
R2,WRD,1.00
R2,WRD,1.00
R2,WRD,1.00
R2,WRD,1.00
R2,WRD,1.00
R2,WRD,1.00
R2,WRD,1.00
R2,WRD,1.00
R2,WRD,1.00
R2,WRD,0.00
R2,WRD,1.00
R2,WRD,1.00
R2,WRD,1.00
R2,CCCRNG,1.00
R2,CCCRNG,1.00
R2,CCCRNG,1.00
R2,CCCRNG,1.00
R2,CCCRNG,1.00
R2,CCCRNG,1.00
R2,CCCRNG,1.00
R2,CCCRNG,1.00
R2,CCCRNG,1.00
R2,CCCRNG,1.00
R2,CCCRNG,1.00
R2,CCCRNG,1.00
R2,CCCRNG,1.00
R2,CCCRNG,1.00
R2,CCCRNG,1.00
R2,CCCRNG,1.00
R2,CCCRNG,1.00
R2,CCCRNG,1.00
R2,CCCRNG,1.00
R2,CCCRNG,1.00
R2,CCCRNG,1.00
R2,CCCRNG,1.00
R2,CCCRNG,1.00
R2,CCCRNG,1.00
R2,CCCRNG,1.00
R2,CCCRNG,1.00
R2,CCCRNG,1.00
R2,CCCRNG,1.00
R2,CCCRNG,1.00
R2,CCCRNG,1.00
R0,WRD,1.00
R0,WRD,0.00
R0,WRD,0.00
R0,WRD,1.00
R0,WRD,1.00
R0,WRD,1.00
R0,WRD,1.00
R0,WRD,1.00
R0,WRD,1.00
R0,WRD,1.00
R0,WRD,1.00
R0,WRD,0.00
R0,WRD,1.00
R0,WRD,0.00
R0,WRD,1.00
R0,WRD,1.00
R0,WRD,0.00
R0,WRD,0.00
R0,WRD,0.00
R0,WRD,0.00
R0,WRD,1.00
R0,WRD,1.00
R0,WRD,1.00
R0,WRD,1.00
R0,WRD,0.00
R0,WRD,1.00
R0,WRD,0.00
R0,WRD,1.00
R0,WRD,1.00
R0,WRD,1.00
R1,CCCRNG,1.00
R1,CCCRNG,1.00
R1,CCCRNG,1.00
R1,CCCRNG,1.00
R1,CCCRNG,1.00
R1,CCCRNG,1.00
R1,CCCRNG,1.00
R1,CCCRNG,1.00
R1,CCCRNG,1.00
R1,CCCRNG,1.00
R1,CCCRNG,1.00
R1,CCCRNG,0.00
R1,CCCRNG,0.00
R1,CCCRNG,1.00
R1,CCCRNG,1.00
R1,CCCRNG,1.00
R1,CCCRNG,1.00
R1,CCCRNG,1.00
R1,CCCRNG,1.00
R1,CCCRNG,1.00
R1,CCCRNG,1.00
R1,CCCRNG,1.00
R1,CCCRNG,1.00
R1,CCCRNG,1.00
R1,CCCRNG,1.00
R1,CCCRNG,1.00
R1,CCCRNG,1.00
R1,CCCRNG,1.00
R1,CCCRNG,1.00
R1,CCCRNG,1.00
