regex,refactoring,accuracy
R2,RNG,1.00
R2,RNG,1.00
R2,RNG,1.00
R2,RNG,1.00
R2,RNG,1.00
R2,RNG,1.00
R2,RNG,0.00
R2,RNG,1.00
R2,RNG,1.00
R2,RNG,1.00
R2,RNG,1.00
R2,RNG,1.00
R2,RNG,1.00
R2,RNG,1.00
R2,RNG,1.00
R2,RNG,1.00
R2,RNG,1.00
R2,RNG,1.00
R2,RNG,1.00
R2,RNG,1.00
R2,RNG,1.00
R2,RNG,1.00
R2,RNG,1.00
R2,RNG,1.00
R2,RNG,1.00
R2,RNG,1.00
R2,RNG,1.00
R2,RNG,1.00
R2,RNG,1.00
R2,RNG,1.00
R0,DEC,1.00
R0,DEC,1.00
R0,DEC,1.00
R0,DEC,1.00
R0,DEC,1.00
R0,DEC,1.00
R0,DEC,1.00
R0,DEC,0.00
R0,DEC,1.00
R0,DEC,1.00
R0,DEC,1.00
R0,DEC,1.00
R0,DEC,1.00
R0,DEC,1.00
R0,DEC,1.00
R0,DEC,1.00
R0,DEC,1.00
R0,DEC,1.00
R0,DEC,1.00
R0,DEC,1.00
R0,DEC,1.00
R0,DEC,1.00
R0,DEC,1.00
R0,DEC,1.00
R0,DEC,1.00
R0,DEC,1.00
R0,DEC,1.00
R0,DEC,1.00
R0,DEC,1.00
R0,DEC,1.00
R2,DEC,1.00
R2,DEC,1.00
R2,DEC,1.00
R2,DEC,1.00
R2,DEC,1.00
R2,DEC,1.00
R2,DEC,1.00
R2,DEC,1.00
R2,DEC,1.00
R2,DEC,1.00
R2,DEC,1.00
R2,DEC,1.00
R2,DEC,1.00
R2,DEC,1.00
R2,DEC,1.00
R2,DEC,1.00
R2,DEC,1.00
R2,DEC,0.00
R2,DEC,1.00
R2,DEC,1.00
R2,DEC,1.00
R2,DEC,0.00
R2,DEC,1.00
R2,DEC,0.00
R2,DEC,0.00
R2,DEC,1.00
R2,DEC,1.00
R2,DEC,1.00
R2,DEC,1.00
R2,DEC,1.00
R0,RNG,1.00
R0,RNG,1.00
R0,RNG,1.00
R0,RNG,1.00
R0,RNG,1.00
R0,RNG,0.00
R0,RNG,1.00
R0,RNG,1.00
R0,RNG,1.00
R0,RNG,1.00
R0,RNG,0.00
R0,RNG,1.00
R0,RNG,1.00
R0,RNG,0.00
R0,RNG,1.00
R0,RNG,0.00
R0,RNG,1.00
R0,RNG,1.00
R0,RNG,1.00
R0,RNG,1.00
R0,RNG,1.00
R0,RNG,1.00
R0,RNG,0.00
R0,RNG,1.00
R0,RNG,1.00
R0,RNG,1.00
R0,RNG,1.00
R0,RNG,1.00
R0,RNG,1.00
R0,RNG,1.00
R1,DEC,1.00
R1,DEC,0.00
R1,DEC,1.00
R1,DEC,0.00
R1,DEC,1.00
R1,DEC,1.00
R1,DEC,1.00
R1,DEC,1.00
R1,DEC,1.00
R1,DEC,1.00
R1,DEC,1.00
R1,DEC,1.00
R1,DEC,1.00
R1,DEC,1.00
R1,DEC,1.00
R1,DEC,1.00
R1,DEC,1.00
R1,DEC,0.00
R1,DEC,1.00
R1,DEC,1.00
R1,DEC,0.00
R1,DEC,1.00
R1,DEC,1.00
R1,DEC,1.00
R1,DEC,1.00
R1,DEC,1.00
R1,DEC,1.00
R1,DEC,0.00
R1,DEC,1.00
R1,DEC,1.00
R1,RNG,0.00
R1,RNG,1.00
R1,RNG,1.00
R1,RNG,1.00
R1,RNG,0.00
R1,RNG,1.00
R1,RNG,1.00
R1,RNG,0.00
R1,RNG,1.00
R1,RNG,1.00
R1,RNG,1.00
R1,RNG,0.00
R1,RNG,1.00
R1,RNG,1.00
R1,RNG,1.00
R1,RNG,1.00
R1,RNG,1.00
R1,RNG,1.00
R1,RNG,1.00
R1,RNG,1.00
R1,RNG,1.00
R1,RNG,1.00
R1,RNG,1.00
R1,RNG,1.00
R1,RNG,1.00
R1,RNG,1.00
R1,RNG,1.00
R1,RNG,1.00
R1,RNG,1.00
R1,RNG,0.00
