code	value
M6R0V0_OR	0.4
M6R0V0_OR	0.4
M6R0V0_OR	0.4
M6R0V0_OR	0.4
M6R0V0_OR	0.4
M6R0V0_OR	0.4
M6R0V0_OR	0.25
M6R0V0_OR	1.0
M6R0V0_OR	1.0
M6R0V0_OR	0.0
M6R0V0_OR	0.8
M6R0V0_OR	0.8
M6R0V0_OR	1.0
M6R0V0_OR	1.0
M6R0V0_OR	1.0
M6R0V0_OR	1.0
M6R0V0_OR	0.4
M6R0V0_OR	0.25
M6R0V0_OR	1.0
M6R0V0_OR	0.6
M6R0V0_OR	0.8
M6R0V0_OR	1.0
M6R0V0_OR	1.0
M6R0V0_OR	0.4
M6R0V0_OR	1.0
M6R0V0_OR	1.0
M6R0V0_OR	1.0
M6R0V0_OR	1.0
M6R0V0_OR	0.4
M6R0V0_OR	1.0
M6R0V1_CCC	0.2
M6R0V1_CCC	NaN
M6R0V1_CCC	1.0
M6R0V1_CCC	1.0
M6R0V1_CCC	1.0
M6R0V1_CCC	0.25
M6R0V1_CCC	0.8
M6R0V1_CCC	1.0
M6R0V1_CCC	0.8
M6R0V1_CCC	1.0
M6R0V1_CCC	1.0
M6R0V1_CCC	1.0
M6R0V1_CCC	0.4
M6R0V1_CCC	0.8
M6R0V1_CCC	1.0
M6R0V1_CCC	1.0
M6R0V1_CCC	1.0
M6R0V1_CCC	1.0
M6R0V1_CCC	0.4
M6R0V1_CCC	1.0
M6R0V1_CCC	1.0
M6R0V1_CCC	0.4
M6R0V1_CCC	0.4
M6R0V1_CCC	0.4
M6R0V1_CCC	1.0
M6R0V1_CCC	0.8
M6R0V1_CCC	0.8
M6R0V1_CCC	1.0
M6R0V1_CCC	0.4
M6R0V1_CCC	1.0
M6R0V2_OCTCCC	0.5
M6R0V2_OCTCCC	0.6
M6R0V2_OCTCCC	0.4
M6R0V2_OCTCCC	0.4
M6R0V2_OCTCCC	1.0
M6R0V2_OCTCCC	NaN
M6R0V2_OCTCCC	0.5
M6R0V2_OCTCCC	1.0
M6R0V2_OCTCCC	0.4
M6R0V2_OCTCCC	0.4
M6R0V2_OCTCCC	0.4
M6R0V2_OCTCCC	0.4
M6R0V2_OCTCCC	0.6
M6R0V2_OCTCCC	1.0
M6R0V2_OCTCCC	0.4
M6R0V2_OCTCCC	0.5
M6R0V2_OCTCCC	0.4
M6R0V2_OCTCCC	0.5
M6R0V2_OCTCCC	1.0
M6R0V2_OCTCCC	0.6
M6R0V2_OCTCCC	0.3333333333
M6R0V2_OCTCCC	0.4
M6R0V2_OCTCCC	0.4
M6R0V2_OCTCCC	0.4
M6R0V2_OCTCCC	NaN
M6R0V2_OCTCCC	0.5
M6R0V2_OCTCCC	0.6
M6R0V2_OCTCCC	0.8
M6R0V2_OCTCCC	0.4
M6R0V2_OCTCCC	0.4
