C1,T2	C2,T1
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	1.0
1.0	1.0
1.0	1.0
0.0	1.0
0.0	1.0
1.0	1.0
1.0	1.0
1.0	0.0
1.0	1.0
1.0	1.0
1.0	1.0
1.0	1.0
0.0	1.0
1.0	1.0
1.0	1.0
0.0	1.0
1.0	1.0
0.0	0.0
0.0	1.0
1.0	1.0
1.0	1.0
0.0	1.0
1.0	1.0
0.0	0.0
1.0	1.0
1.0	1.0
1.0	1.0
0.0	1.0
0.0	1.0
1.0	1.0
1.0	1.0
0.0	1.0
1.0	1.0
1.0	1.0
1.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	1.0
1.0	1.0
1.0	1.0
1.0	1.0
1.0	1.0
0.0	1.0
1.0	0.0
1.0	1.0
1.0	1.0
1.0	1.0
0.0	1.0
1.0	1.0
1.0	0.0
1.0	1.0
1.0	1.0
1.0	1.0
1.0	1.0
0.0	1.0
