C2,T4	C5,T1
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	1.0
0.0	0.0
0.0	1.0
0.0	1.0
0.0	0.0
0.0	1.0
0.0	1.0
1.0	1.0
1.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	1.0
0.0	1.0
1.0	1.0
1.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	1.0
0.0	1.0
1.0	1.0
0.0	1.0
1.0	1.0
0.0	1.0
1.0	1.0
1.0	1.0
0.0	1.0
1.0	1.0
0.0	1.0
1.0	1.0
1.0	1.0
1.0	1.0
0.0	1.0
0.0	1.0
1.0	1.0
0.0	1.0
1.0	1.0
1.0	1.0
1.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	1.0
0.0	1.0
1.0	1.0
