'([-_a-zA-Z0-9]+)(\\s*.*?)(?=,\\s+(?:/|-|--)|$)'	95,302,849,878,1004,1012,1086,1158,1495,1525,1578
'operator(==|!=|<|<<|<=|>=|>>|>)\\('	322,416,467,505,534,1300,1404,1466
'(\\+|-|\\*|/|//|\\*\\*|and|or|xor|=\\?|=|==|<>|<|>|<=|>=)$'	251,498,1087,1267,1555
'^(Q|QQ)\\<(.+)\\>$'	518,787
'^(Z|ZZ|Q|QQ)\\[(.+)\\]$'	518,787
'^(Z|ZZ|Q|QQ)\\((.+)\\)$'	518,787
'((?:/|-|--)[-_a-zA-Z0-9]+)(\\s*.*?)(?=,\\s+(?:/|-|--)|$)'	251,1087
'^(C|CC)(_(\\d+))?$'	787
'^(R|RR)(_(\\d+))?$'	787
'^[^\\(\\[]+[^\\s](\\+|\\-|\\*|/|%|\\^|&|\\||=|<|>|>>|<<|\\+=|\\-=|\\*=|/=|%=|\\^=|&=|\\|=|==|<=|>=|>>=|<<=|!=|<>)[^\\s][^\\)\\]]+$'	1054
